location,bhk,bath,total_sqft,encoded_loc,price
Bannerghatta,3,3,1776.0,213,124.0
Whitefield,3,3,1634.0,1247,68.0
Hormavu,2,2,860.0,532,56.0
Kamala Nagar,3,3,2800.0,646,400.0
Nagasandra,3,3,1650.0,847,95.0
Whitefield,2,2,1190.0,1247,70.0
JP Nagar,2,2,1133.0,572,33.99
Suraksha Nagar,3,3,1559.0,1122,62.0
Horamavu Banaswadi,3,4,1448.0,531,118.0
Sathya Sai Layout,4,6,6652.0,1041,510.0
Kodichikkanahalli,2,2,976.0,699,50.0
Bank Of Baroda Colony,4,4,1350.0,212,240.0
Yelahanka,3,2,1590.0,1256,54.0
Binny Pete,4,6,2940.0,265,201.0
Yelahanka,3,3,1633.0,1256,110.0
Ramagondanahalli,2,2,1151.0,982,46.0
Kereguddadahalli,3,2,1400.0,691,42.0
Uttarahalli,2,2,1037.0,1174,36.0
Thanisandra,2,2,1188.0,1143,36.0
Raja Rajeshwari Nagar 5th Stage,2,2,1060.0,968,52.0
Thigalarapalya,3,4,2215.0,1148,162.0
Hennur,2,2,1255.0,515,54.5
Ganesha Block,3,2,2500.0,433,300.0
Hormavu,2,2,1075.0,532,53.7
Harlur,4,5,2569.0,506,180.0
ITPL,2,2,900.0,554,27.0
Kudlu Gate,2,2,1183.0,719,79.54
HSR Layout,2,2,1100.0,491,44.0
GM Palaya,3,2,1643.0,430,70.0
Banagiri Nagar,3,2,1500.0,189,120.0
Jakkur,2,2,1291.0,581,75.0
Hennur,3,3,1150.0,515,80.0
Electronic City,2,2,1060.0,414,55.0
7th Phase JP Nagar,3,2,1575.0,70,110.0
BHEL Layout,5,4,1200.0,170,160.0
Byrathi Village,4,3,1700.0,284,55.0
Mahadevpura,2,2,1236.0,770,58.0
Ramamurthy Nagar,3,2,1350.0,985,39.0
Malleshwaram,3,4,2475.0,783,326.0
Pai Layout,6,6,3800.0,903,175.0
Haralur Road,4,5,4694.0,503,375.0
Electronic City,2,2,1200.0,414,34.66
Hulimavu,4,4,1200.0,546,75.0
Harlur,2,2,1225.0,506,56.0
Thanisandra,2,2,1056.0,1143,75.0
9th Phase JP Nagar,3,2,1240.0,75,42.85
Banashankari,3,3,1200.0,192,74.52
Kudlu Gate,3,3,1850.0,719,110.0
Amblipura,4,4,3150.0,109,180.0
Naganathapura,1,1,1200.0,841,39.82
Dodda Banaswadi,4,4,1018.0,377,150.0
Konena Agrahara,5,6,3520.0,708,460.0
Chandapura,3,2,1185.0,302,30.22
Jigani,2,2,918.0,603,56.0
GD Layout,3,2,1330.0,428,68.0
Munnekollal,3,2,1540.0,828,70.0
Lakshminarayana Pura,2,2,1200.0,742,80.0
Sunkan palya,2,2,927.0,1119,37.0
Sarjapur,4,4,2585.5,1033,115.0
CV Raman Nagar,3,2,1400.0,290,78.0
Hosur Road,2,2,1345.0,541,106.0
1st Phase JP Nagar,4,3,1900.0,29,400.0
8th Phase JP Nagar,2,2,1510.0,72,80.0
Malleshwaram,2,2,302.0,783,25.0
Kanakpura Road,1,2,525.0,661,27.0
ITPL,3,3,1500.0,554,61.52
Yelahanka,1,1,827.5,1256,42.535
Vidyaranyapura,3,2,1100.0,1211,72.0
Sunkadakatte,3,3,1200.0,1118,68.0
Kanakpura Road,3,3,1100.0,661,53.0
Hormavu,4,4,2282.0,532,115.0
Jayanti Nagar,2,2,760.0,599,37.49
Sarjapur,3,3,2172.0,1033,100.0
Yeshwanthpur Industrial Suburb,6,6,3800.0,1263,390.0
Kumaraswami Layout,4,2,600.0,724,72.0
8th Phase JP Nagar,3,3,3300.0,72,165.0
Thubarahalli,3,3,1242.0,1154,51.0
Moodalapalya,1,1,410.0,821,48.0
Uttarahalli,3,2,1245.0,1174,43.58
Kadugodi,2,2,1088.0,632,44.0
Sahakara Nagar,2,2,1200.0,1020,46.0
TC Palaya,3,3,1995.0,1133,100.0
Haralur Road,2,2,1309.0,503,82.0
BTM 1st Stage,3,3,1717.0,172,200.0
7th Phase JP Nagar,3,3,2100.0,70,200.0
Gayathri Nagar,2,1,880.0,445,90.0
Abbigere,6,6,1200.0,84,95.0
Maruthi Nagar,3,3,1250.0,805,42.0
Hebbal,3,5,3520.0,510,240.0
5th Phase JP Nagar,2,2,1041.0,60,54.0
Sarjapur  Road,3,2,1505.0,1034,60.0
Bannerghatta,3,3,1776.0,213,150.0
Bellandur,3,3,1767.0,234,89.0
Rajiv Gandhi Nagar,2,2,1293.0,980,80.0
Kengeri,2,2,1320.0,685,50.0
Bhuvaneshwari Nagar,2,2,1280.0,252,68.48
Thanisandra,2,2,1245.0,1143,83.05
Haralur Road,2,1,1027.0,503,44.0
Yelenahalli,2,2,1200.0,1259,46.17
Kanakpura Road,3,3,1100.0,661,58.0
Medahalli,3,3,1065.0,812,72.0
Kannamangala,3,3,1814.0,662,129.0
Ramagondanahalli,3,2,1610.0,982,112.0
Kumaraswami Layout,1,1,850.0,724,78.0
Kasavanhalli,3,3,1600.0,667,79.0
Old Mangammanapalya Road,3,4,3200.0,892,140.0
Canara Bank Colony,3,2,1250.0,293,77.13
Haralur Road,2,2,1243.0,503,46.0
Kanakpura Road,3,3,1452.0,661,60.98
Ittamadu,3,3,1475.0,567,75.0
Electronic City,2,2,1353.0,414,75.0
Maruthi Sevanagar,4,3,2100.0,806,210.0
Electronics City Phase 1,3,3,1750.0,419,58.0
Whitefield,4,4,4800.0,1247,550.0
Sahakara Nagar,2,2,1270.0,1020,96.0
Battarahalli,4,3,2700.0,228,75.0
8th Phase JP Nagar,4,4,1200.0,72,270.0
Thanisandra,4,4,2695.0,1143,188.0
Hessarghatta,3,3,1330.0,521,65.0
Electronic City,2,1,660.0,414,18.0
BTM 2nd Stage,2,2,1400.0,173,90.0
Gubbalala,4,5,4000.0,475,195.0
Kanakpura Road,3,3,1700.0,661,75.0
Kasavanhalli,2,2,1585.0,667,90.0
Kothanur,3,3,1385.0,713,67.0
Electronic City,2,2,1128.0,414,67.0
Whitefield,4,4,60.0,1247,218.0
1Kasavanhalli,18,18,1200.0,23,200.0
HSR Layout,2,2,1203.0,491,60.0
Mallasandra,2,2,905.0,780,35.0
Hennur Road,3,3,1450.0,519,79.0
Varthur,2,2,1105.0,1185,38.0
Channasandra,2,2,1200.0,304,46.13
Jalahalli,3,2,1530.0,586,89.0
Whitefield,2,2,1105.0,1247,35.4
Dasarahalli,2,2,1333.0,357,78.56
Hongasandra,2,2,1065.0,526,45.0
Hosur Road,2,2,1350.0,541,8.44
Haralur Road,2,2,1243.0,503,46.0
Old Madras Road,3,3,1530.0,891,76.34
Margondanahalli,2,2,1200.0,799,65.0
Whitefield,2,2,1270.0,1247,94.0
Bellandur,3,3,1830.0,234,89.0
Chandapura,2,2,900.0,302,35.0
Attibele,4,2,2400.0,150,250.0
Varsova Layout,6,6,7000.0,1184,560.0
Bannerghatta Road,3,2,1450.0,214,78.0
J C Nagar,3,3,1525.0,568,65.0
Mahalakshmi Layout,2,2,1080.0,772,67.0
Bagalur Main Road,2,2,1220.0,184,72.0
Begur Road,2,2,1200.0,230,44.4
Bommanahalli,2,2,1355.0,267,73.17
R.T. Nagar,3,3,2400.0,943,348.0
Govindapura,2,2,1500.0,464,60.0
Koramangala,2,2,1355.0,710,95.0
Electronic City,2,2,1070.0,414,57.0
CV Raman Nagar,3,4,1980.0,290,180.0
Bommasandra,2,2,842.0,268,30.0
Bannerghatta Road,1,1,700.0,214,31.2
Doddakammanahalli,3,4,2500.0,388,65.0
"Kanakapura Road, ",3,3,1884.0,659,95.0
Dena Bank Colony,2,2,1100.0,361,75.0
Raja Rajeshwari Nagar,2,2,1196.0,967,40.54
Budigere,3,3,1820.0,276,85.0
Basavanapura,8,8,1200.0,220,145.0
Thanisandra,2,2,1185.0,1143,43.5
Varthur,3,3,2145.0,1185,170.0
Whitefield,2,2,1220.0,1247,89.0
Whitefield,2,2,1116.0,1247,51.91
6th Phase JP Nagar,2,2,1192.0,65,75.0
Marathahalli,3,3,1449.0,796,110.0
Ardendale,3,3,2500.0,137,250.0
Electronic City,3,3,1700.0,414,90.0
Hebbal,3,3,1920.0,510,150.0
BTM 4th Stage,2,2,1350.0,174,90.0
Devanahalli Int. Airport,4,5,4800.0,363,350.0
"Sarjapur Road, ",3,3,1700.0,1035,74.0
Hoodi,2,3,1447.0,527,76.0
Kanakpura Road,2,2,1329.0,661,107.0
Sarjapur  Road,3,2,1314.0,1034,70.44
Hal old airport road,3,3,1200.0,495,110.0
Basavangudi,6,3,1214.0,221,220.0
Hosa Road,3,3,1513.0,533,103.0
Vittasandra,2,2,1246.0,1237,67.5
Ganga Nagar,1,1,705.0,434,65.0
Dasarahalli,2,2,1220.0,357,62.0
Yelahanka New Town,3,2,1800.0,1257,45.0
Kaval Byrasandra,3,3,1400.0,675,75.0
Kasavanhalli,2,2,1245.0,667,80.0
Anantapuram,3,2,1495.0,118,63.0
Nagavara,3,2,2000.0,849,275.0
Gollarapalya Hosahalli,2,2,996.0,458,36.5
Yelahanka New Town,2,2,1000.0,1257,44.0
Chikka Banaswadi,2,2,1250.0,312,75.0
Chandapura,2,2,975.0,302,24.86
Thanisandra,3,2,1261.0,1143,80.0
Electronics City Phase 1,2,2,1080.0,419,46.0
Akshayanagara East,2,2,1230.0,98,50.0
Kammasandra,2,2,982.0,651,25.53
Bommasandra,3,3,1260.0,268,49.36
HSR Layout,3,2,1590.0,491,135.0
Horamavu Agara,2,2,1220.0,530,39.0
Electronic City Phase II,3,2,1320.0,416,38.12
Green Glen Layout,3,3,1750.0,471,105.0
Whitefield,3,2,1436.0,1247,62.15
TC Palaya,3,2,1200.0,1133,66.0
Malleshwaram,2,2,1500.0,783,140.0
Varthur,3,3,1560.0,1185,90.0
Whitefield,3,3,3758.0,1247,300.0
Belatur,2,2,1275.0,233,59.0
Ramanjaneyanagar,2,2,1040.0,989,36.4
Bellandur,3,3,2400.0,234,115.0
Chamrajpet,6,9,1500.0,300,230.0
Kaggalipura,4,5,3150.0,635,212.0
Karuna Nagar,3,3,1960.0,666,165.0
JP Nagar,4,5,3200.0,572,309.0
Yeshwanthpur,2,2,1195.0,1262,100.0
Yelahanka,2,2,1195.0,1256,53.105
Hosakerehalli,5,5,4500.0,536,145.0
Ulsoor,3,3,450.0,1171,70.0
Sathya Sai Layout,4,4,4304.0,1041,699.0
Javarandoddi,1,1,648.0,591,40.0
Sarjapur  Road,3,3,2100.0,1034,130.0
Thanisandra main road,4,4,4209.0,1145,602.0
Kudlu,2,2,1027.0,718,44.0
Whitefield,4,4,1575.0,1247,250.0
Bommasandra,3,3,1365.0,268,52.82
Yelahanka New Town,1,1,650.0,1257,18.0
Chandapura,3,2,1200.0,302,52.0
Cooke Town,2,2,1100.0,343,90.0
7th Phase JP Nagar,3,2,1075.0,70,57.0
Banashankari,2,2,1100.0,192,63.0
Akshya Nagar,3,2,1320.0,100,58.0
Kammasandra,3,3,1500.0,651,65.0
Vijaypura,4,5,1200.0,1218,150.0
Bapuji Nagar,4,3,1125.0,216,126.0
Vittasandra,2,2,1246.0,1237,67.5
Bhoganhalli,3,3,1718.0,250,90.2
Bisuvanahalli,3,2,1075.0,266,32.0
Chennammana Kere,3,3,1480.0,308,75.48
Austin Town,1,1,500.0,153,13.0
3rd Block Banashankari,5,4,2400.0,44,325.0
Kaikondrahalli,4,4,1200.0,636,125.0
Kanakpura Road,2,2,1041.0,661,36.44
Doddanekundi,2,2,1128.0,392,48.4
Hosur Road,3,3,1685.0,541,90.0
Guddadahalli,2,2,1180.0,477,65.0
Ejipura,2,2,1200.0,413,60.0
Mangammanapalya,3,3,1250.0,786,39.5
Kanakpura Road,2,2,900.0,661,41.0
Chelekare,2,2,1000.0,306,45.0
Yelahanka New Town,2,2,600.0,1257,80.0
2nd Stage Nagarbhavi,4,3,600.0,42,82.0
Vittasandra,2,2,1404.0,1237,70.0
Ramagondanahalli,3,2,1610.0,982,115.0
Varthur,2,2,1760.0,1185,85.0
Amam Enclave Layout,2,2,975.0,104,55.0
Kashi Nagar,2,2,1190.0,668,42.0
Kudlu,2,2,1110.0,718,46.0
Rajaji Nagar,3,3,2415.0,971,399.0
Gunjur,2,2,1235.0,481,44.5
Nanjappa Garden,2,2,1275.0,858,55.0
Victoria Layout,2,2,1115.0,1207,115.0
Harlur,2,2,1197.0,506,76.0
Begur Road,1,1,644.0,230,32.0
Bellandur,2,2,1251.0,234,47.0
Neeladri Nagar,2,2,1105.0,871,30.0
4th Phase JP Nagar,2,2,1080.0,56,38.0
Kudlu,4,3,2100.0,718,114.0
Kammanahalli,4,4,1600.0,650,200.0
NRI Layout,3,3,1731.0,837,64.11
Hormavu,2,2,1206.0,532,55.0
Choodasandra,3,3,1560.0,333,78.0
7th Phase JP Nagar,1,1,750.0,70,47.0
Billekahalli,2,2,1035.0,262,90.0
Ramamurthy Nagar,7,6,1200.0,985,150.0
Sarjapur  Road,1,1,702.0,1034,35.8
Attibele,3,3,1700.0,150,65.0
HRBR Layout,2,2,1145.0,490,68.5
Ramamurthy Nagar,3,2,1208.0,985,43.5
Brookefield,3,3,1589.0,275,74.0
Allalasandra,2,2,560.0,102,22.0
Yelahanka New Town,3,2,1426.0,1257,61.5
Green Glen Layout,3,3,1885.0,471,135.0
Old Madras Road,2,2,935.0,891,37.77
Old Madras Road,2,2,1171.0,891,73.0
Singasandra,2,2,1465.0,1079,60.0
Budigere,3,3,1820.0,276,95.0
Raja Rajeshwari Nagar,3,2,1580.0,967,66.85
Whitefield,3,2,1452.0,1247,46.29
Hennur Road,3,2,1445.0,519,89.56
Gollahalli,2,2,1170.0,456,39.0
Anjappa Layout,2,2,1070.0,128,50.0
Kanakpura Road,3,3,1100.0,661,53.0
Kothanur,2,2,1140.0,713,56.0
Rachenahalli,3,3,2600.0,959,160.0
Shikaripalya,3,3,1532.0,1065,59.75
AGS Layout,2,2,1150.0,80,46.0
Jakkur,2,2,1473.0,581,85.0
Kathriguppe,3,3,1350.0,672,80.99
Prithvi Layout,4,4,4040.0,936,500.0
CV Raman Nagar,3,4,1980.0,290,166.0
Hoodi,3,3,1660.0,527,128.0
Kogilu,7,7,2456.0,704,85.0
Chamrajpet,2,2,650.0,300,45.0
Neeladri Nagar,5,5,4000.0,871,425.0
Malleshwaram,3,4,2475.0,783,340.0
Chikkakannalli,3,3,1495.0,322,90.0
R.T. Nagar,2,2,1080.0,943,48.0
Electronic City,3,2,1521.0,414,57.5
Aishwarya Crystal Layout,2,2,1053.0,94,51.0
Binny Pete,3,5,2406.0,265,289.0
Kanakpura Road,4,5,800.0,661,115.0
7th Phase JP Nagar,2,2,1050.0,70,42.0
Thanisandra,3,2,1430.0,1143,51.48
Begur,3,3,2400.0,229,12.0
OLd Gurappanapalya,3,3,1250.0,883,39.0
Ramanagara Channapatna,4,2,1200.0,987,75.0
Ulsoor,1,1,840.0,1171,150.0
Uttarahalli,2,2,1000.0,1174,39.5
Bannerghatta Road,3,3,1630.0,214,68.0
Kammasandra,2,2,985.0,651,40.5
BTM 2nd Stage,2,2,1200.0,173,70.0
Ambalipura,3,3,1650.0,106,100.0
Mico Layout,3,3,1670.0,818,59.0
5th Block Hbr Layout,5,5,1200.0,58,205.0
Sarjapur  Road,4,4,1240.0,1034,110.0
Maheswari Nagar,2,2,1000.0,774,60.0
Doddabanahalli,2,2,830.0,382,26.0
Ramagondanahalli,3,3,1200.0,982,56.1
Sadashiva Nagar,5,7,9600.0,1017,2736.0
Begur Road,4,6,2500.0,230,122.5
Haralur Road,2,2,1140.0,503,43.0
Nagarbhavi,3,3,1635.0,844,85.0
HSR Layout,2,2,1120.0,491,70.0
Kamakya Layout,6,6,2750.0,645,200.0
Sector 7 HSR Layout,3,3,1760.0,1048,185.0
Harlur,3,3,2137.0,506,110.0
Hennur Road,2,2,973.0,519,50.74
Kundalahalli,3,3,1724.0,728,146.0
Banashankari,2,2,1020.0,192,40.79
Hsr layout sector3,4,4,1200.0,545,375.0
Electronic City,1,1,750.0,414,35.0
Kambipura,2,2,883.0,647,49.0
Thyagraj Nagar,2,2,660.0,1157,76.0
Ramagondanahalli,4,5,2787.0,982,220.0
Devasthanagalu,3,2,1470.0,370,60.0
Electronics City Phase 1,2,2,891.0,419,24.95
"Sarjapur Road, ",2,2,1275.0,1035,76.0
Kothanur,3,3,1787.0,713,120.0
8th Phase JP Nagar,5,5,1730.0,72,75.0
Sarjapur  Road,2,2,1320.0,1034,110.0
Yeshwanthpur,3,3,1692.0,1262,108.0
Bannerghatta Road,3,3,1400.0,214,69.0
Sarjapur  Road,2,2,1115.0,1034,50.0
Whitefield,2,2,1370.0,1247,56.0
Thirumenahalli,3,3,1602.0,1151,56.0
"Hoodi Circle, ",1,1,793.0,528,40.0
GM Palaya,1,1,675.0,430,35.0
Chikka Tirupathi,4,4,3250.0,314,136.0
Whitefield,2,2,1050.0,1247,43.0
Jalahalli East,2,2,1035.0,587,42.5
Sarjapur  Road,3,2,1200.0,1034,44.0
Sarjapur  Road,3,3,1800.0,1034,128.0
Green Glen Layout,3,3,1625.0,471,70.0
Electronics City Phase 1,2,2,1032.0,419,31.99
Whitefield,3,2,1496.0,1247,71.81
Kothnoor Dinne,2,2,1100.0,714,38.0
Kundalahalli,3,3,1500.0,728,50.0
Electronic City Phase II,2,2,1125.0,416,32.63
Chikka Banaswadi,3,3,1555.0,312,73.0
Amruthahalli,2,2,1025.0,112,42.0
Hennur Road,3,2,1482.0,519,83.73
Banagirinagar,3,2,1630.0,190,130.0
Arekere,2,2,900.0,140,44.5
Yelahanka,3,2,1355.0,1256,75.0
1st Block Koramangala,4,4,2360.0,28,601.0
Akshaya Nagar,2,2,1200.0,96,45.0
Suraksha Nagar,3,3,1563.0,1122,63.0
Medaralli,4,4,1344.0,813,84.0
6th block Koramangala,3,3,3000.0,66,400.0
5th Phase JP Nagar,2,2,812.0,60,42.0
Basaveshwara Nagar,2,2,1200.0,223,70.0
Yelahanka,4,4,3175.0,1256,156.0
Marathahalli,2,2,1360.0,796,101.0
Hegde Nagar,3,3,1835.0,512,88.0
Rachenahalli,3,3,1756.0,959,110.0
8th Phase JP Nagar,3,2,1296.0,72,51.83
Haralur Road,2,2,1300.0,503,75.0
Anandapura,2,2,1141.0,116,50.0
Poorna Pragna Layout,3,2,1270.0,923,50.79
Electronic City,2,2,1210.0,414,55.0
Hormavu,2,2,1310.0,532,67.0
Ejipura,5,5,1356.0,413,139.0
Magadi Road,3,2,1187.0,769,55.195
Gubbalala,3,3,1745.0,475,140.0
KR Puram,5,5,1200.0,623,125.0
Raja Rajeshwari Nagar,2,2,1050.0,967,37.0
Banashankari,4,4,2400.0,192,500.0
Electronic City Phase II,2,2,1140.0,416,34.0
Varthur,2,2,1210.0,1185,54.0
Kasavanhalli,3,3,2035.0,667,142.0
Sarjapur,1,1,633.0,1033,17.09
Amruthahalli,1,1,485.0,112,19.5
Varthur,2,2,1112.0,1185,40.0
Ullal Uppanagar,2,2,1200.0,1170,82.0
Sarjapur  Road,3,4,2275.0,1034,187.0
Doddanakundi Industrial Area 2,3,3,1419.0,390,85.0
Sri Sai Layout,2,2,1195.0,1094,42.4
Versova Layout,3,3,2020.0,1204,270.0
Kundalahalli,2,2,1047.0,728,91.0
Thanisandra,3,4,1884.0,1143,117.0
Malleshpalya,3,3,1200.0,782,149.0
Bannerghatta Road,2,2,905.0,214,58.0
JP Nagar,3,2,1500.0,572,108.0
Chikkajala,1,1,850.0,321,50.0
Bommasandra Industrial Area,2,2,1125.0,269,32.49
Tindlu,2,2,1165.0,1160,59.8
Maruthi Sevanagar,2,2,933.0,806,55.0
Hennur Road,3,2,1305.0,519,77.0
Billekahalli,2,2,1125.0,262,65.0
BSM Extension,2,2,865.0,171,33.0
Jigani,3,3,1245.0,603,66.0
Kalyan nagar,2,2,8840.0,643,300.0
Udayagiri,3,2,1145.0,1167,60.0
AECS Layout,3,3,2000.0,78,90.0
Hosa Road,1,1,625.0,533,43.68
Kundalahalli,3,3,1724.0,728,128.0
Madiwala,1,1,400.0,768,75.0
Sarjapur  Road,3,2,1270.0,1034,54.0
Madiwala,3,3,1250.0,768,39.5
Jakkur,3,3,1485.0,581,72.0
Shankarapuram,2,2,823.0,1055,80.0
7th Phase JP Nagar,2,2,990.0,70,50.0
TC Palaya,3,2,1200.0,1133,66.0
Kothanur,2,2,1185.0,713,59.0
Kadubeesanahalli,2,2,1140.0,631,78.0
Ambedkar Nagar,3,4,1950.0,108,120.0
Yelahanka,3,3,1756.0,1256,125.0
Kumaraswami Layout,4,4,2600.0,724,300.0
Chandapura,1,1,520.0,302,14.04
Doddakannelli,2,2,1025.0,389,48.0
Whitefield,2,2,1216.0,1247,72.0
Sarjapur  Road,2,2,1026.0,1034,60.8
Sarjapur  Road,4,4,3335.0,1034,300.0
Kodichikkanahalli,5,4,2700.0,699,125.0
Begur,3,2,1411.0,229,60.0
Kanakpura Road,3,2,1320.0,661,39.6
Bannerghatta,2,2,1320.0,213,50.0
OMBR Layout,4,4,615.0,884,110.0
Kalena Agrahara,3,3,1804.0,638,155.0
HSR Layout,2,2,1140.0,491,46.0
Banjara Layout,4,4,1200.0,210,105.0
Hebbal,4,4,2375.0,510,189.0
Chamundi Nagar,3,3,1750.0,301,120.0
Wilson Garden,9,5,960.0,1251,130.0
TC Palaya,2,2,1152.0,1133,55.0
Thanisandra,2,2,965.0,1143,54.0
Lingadheeranahalli,3,3,1684.0,754,120.0
Hennur Road,3,3,1672.0,519,86.0
Panathur,2,2,1075.0,909,60.0
Sarjapur,3,5,1500.0,1033,95.0
HOSUR MAIN ROAD,3,3,1464.0,488,56.0
Hebbal,2,2,1420.0,510,99.26
Nagashetty Halli,2,2,750.0,848,40.0
Yeshwanthpur,2,2,1169.0,1262,64.08
Devanahalli,3,2,1290.0,362,62.0
Kengeri,2,2,1160.0,685,40.6
Shampura,7,5,2800.0,1054,95.0
Mysore Road,3,3,1500.0,833,70.0
Domlur,3,3,1850.0,399,180.0
Venkatapura,3,3,1300.0,1200,46.0
Electronic City Phase II,3,2,1310.0,416,37.84
RMV,3,5,2750.0,948,550.0
Bhoopsandra,3,3,2150.0,251,170.0
5th Block Hbr Layout,6,5,5100.0,58,300.0
Kanakpura Road,3,2,1300.0,661,69.0
Kadugodi,3,2,1875.0,632,110.0
Hulimavu,3,2,1260.0,546,82.0
Kengeri,5,4,2500.0,685,100.0
Begur Road,2,2,1241.0,230,64.0
Sarjapur  Road,2,2,1025.0,1034,45.5
Postal Colony,2,1,1500.0,926,218.0
Electronic City,2,2,1070.0,414,60.0
Begur,2,2,815.0,229,40.0
Kanakpura Road,3,3,2000.0,661,105.0
Malleshwaram,2,2,1400.0,783,190.0
Varthur,4,4,1740.0,1185,175.0
ITPL,4,5,5667.5,554,300.0
Sarjapur  Road,2,2,1216.0,1034,70.0
pavitra paradise,3,2,2200.0,1286,190.0
Hegde Nagar,4,5,3500.0,512,450.0
Shampura,6,6,970.0,1054,105.0
Vidyaranyapura,7,7,3150.0,1211,375.0
Kanakpura Road,2,2,1200.0,661,62.0
Marathahalli,2,2,1026.0,796,50.18
Hulimavu,1,1,450.0,546,20.0
KR Puram,2,2,1205.0,623,45.79
Jakkur Plantation,2,2,1368.0,582,87.0
Anekal,1,1,420.0,124,12.5
Doddakallasandra,2,2,1270.0,387,42.0
Anekal,2,1,614.0,124,28.0
Margondanahalli,2,2,1050.0,799,58.0
Yelahanka,2,2,1408.0,1256,58.0
Subramanyapura,3,2,1223.0,1110,42.81
Reliaable Tranquil Layout,3,3,1507.0,995,80.0
kadubisnahalli,2,2,1160.0,1276,57.0
Kithaganur,3,3,1200.0,695,70.0
Poorna Pragna Layout,2,2,960.0,923,50.0
NGR Layout,2,2,1021.0,835,46.0
Hegde Nagar,3,4,2162.03,512,129.0
Channasandra,2,2,1065.0,304,36.0
Attibele,1,1,400.0,150,10.25
Bannerghatta Road,3,2,1465.0,214,75.0
Kanakpura Road,2,2,900.0,661,41.0
Marathahalli,3,3,1800.0,796,95.0
Amblipura,2,2,1175.0,109,83.0
Lavelle Road,3,4,6729.0,751,900.0
Vijayanagar,4,4,1500.0,1217,360.0
Sanjay nagar,2,2,1050.0,1028,59.0
Electronic City Phase II,3,2,1400.0,416,40.43
Indira Nagar,3,3,1650.0,560,150.0
KR Puram,3,3,1827.0,623,97.0
Thanisandra,3,4,1930.0,1143,122.0
Mysore Road,2,2,883.0,833,37.0
Kengeri,1,1,550.0,685,16.75
Electronic City,3,2,1400.0,414,40.44
RMV 2nd Stage,4,4,1350.0,949,310.0
Kanakapura,3,2,1290.0,655,38.69
Raja Rajeshwari Nagar,3,3,1021.0,967,59.0
Whitefield,2,2,1158.0,1247,55.0
Varanasi,5,4,1200.0,1183,99.0
Nagarbhavi,3,2,1400.0,844,135.0
Doddaballapur,4,3,2400.0,381,200.0
Munnekollal,3,2,1200.0,828,57.9
JP Nagar,3,3,1520.0,572,125.0
Thanisandra,1,1,777.0,1143,38.46
EPIP Zone,3,3,2710.0,412,177.0
Kenchenahalli,2,2,1150.0,683,57.0
Yelahanka,2,2,1101.0,1256,37.0
Mahalakshmi Layout,3,2,1200.0,772,110.0
Hebbal,2,2,1252.0,510,92.0
Marathahalli,3,3,1650.0,796,85.0
Marathahalli,2,2,1270.0,796,80.0
Tumkur Road,2,2,992.0,1163,70.0
BEML Layout,3,3,2000.0,167,85.0
Geddalahalli,2,2,893.0,446,34.5
Bisuvanahalli,3,2,1075.0,266,41.49
Kumaraswami Layout,7,7,3200.0,724,150.0
Electronic City,2,2,1190.0,414,42.0
Ashwathnagar,3,2,800.0,146,60.0
Sarjapur  Road,3,3,1814.0,1034,63.0
Rahmath Nagar,3,3,1400.0,964,98.0
Bommasandra,5,6,1400.0,268,252.0
Murugeshpalya,3,2,1344.0,829,56.0
Whitefield,4,5,5400.0,1247,475.0
Kanakpura Road,3,3,1843.0,661,95.0
Chikkadunnasandra,2,2,1138.0,319,32.0
Nagappa Reddy Layout,3,2,1495.0,842,70.0
Electronic City,2,2,880.0,414,19.0
Whitefield,3,3,1396.0,1247,74.0
Garudachar Palya,3,2,1610.0,440,119.0
Tindlu,2,2,1050.0,1160,55.0
Kumbena Agrahara,3,2,1410.0,726,43.71
Ramamurthy Nagar,2,2,1050.0,985,37.8
Kumaraswami Layout,3,2,1310.0,724,85.0
Yelahanka,2,2,1104.0,1256,58.0
Hennur Road,2,2,1165.0,519,67.0
Kudlu,2,2,1027.0,718,44.0
Hormavu,2,2,1310.0,532,60.0
Chikkanahalli,2,2,1052.0,324,52.0
Singasandra,3,3,1464.0,1079,56.0
1st Block Koramangala,2,2,1000.0,28,45.0
Jayanagar,3,3,2240.0,597,300.0
Electronic City,2,2,1150.0,414,38.08
Thanisandra,3,3,2019.0,1143,70.67
Varthur,2,2,986.0,1185,31.0
Banashankari Stage III,1,1,1350.0,201,145.0
9th Phase JP Nagar,8,8,800.0,75,140.0
Akshaya Nagar,3,4,1893.0,96,95.0
Gollarapalya Hosahalli,3,3,1318.0,458,56.0
Yelahanka,3,2,1325.0,1256,58.0
Kereguddadahalli,2,2,800.0,691,33.0
Canara Bank Colony,3,3,1300.0,293,42.25
Dodda Banaswadi,3,2,1300.0,377,60.0
Jalahalli East,2,2,1010.0,587,52.0
Banashankari,2,2,1260.0,192,75.0
Ulsoor,4,4,2500.0,1171,170.0
Halanayakanahalli,3,3,1520.0,496,165.0
Bellandur,3,3,1665.0,234,85.0
Subramanyapura,3,3,1800.0,1110,80.0
Harlur,2,2,1197.0,506,75.0
Manayata Tech Park,2,2,1050.0,785,45.0
Manjunath Nagar,5,4,910.0,789,194.0
Thanisandra,3,2,1241.0,1143,68.0
Maithri Layout,3,2,1567.0,776,62.0
Kasavanhalli,3,3,1747.0,667,110.0
